transaccion_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,subtotal,descuento_pct,descuento_monto,costo_envio,total,metodo_pago,estado_envio
T000498,C00111,P0104,2025-06-02,1,56920.99,56920.99,20,11384.2,0.0,45536.79,Transferencia bancaria,Entregado
T000499,C00111,P0141,2024-12-12,1,10330.99,10330.99,0,0.0,3187.46,13518.45,Mercado Pago,Entregado
T000500,C00111,P0159,2025-04-13,4,108820.99,435283.96,0,0.0,0.0,435283.96,Tarjeta de débito,Entregado
T000501,C00111,P0132,2025-11-19,1,34240.99,34240.99,0,0.0,0.0,34240.99,Transferencia bancaria,Entregado
T000502,C00112,P0133,2025-01-30,1,23360.99,23360.99,0,0.0,2460.65,25821.64,Efectivo (contra entrega),Entregado
T000503,C00112,P0162,2025-07-02,4,60870.99,243483.96,0,0.0,0.0,243483.96,Transferencia bancaria,Entregado
T000504,C00112,P0137,2023-06-09,2,37150.99,74301.98,20,14860.4,0.0,59441.58,Efectivo (contra entrega),Entregado
T000505,C00112,P0148,2025-11-02,1,86710.99,86710.99,10,8671.1,0.0,78039.89,Transferencia bancaria,Entregado
T000506,C00112,P0140,2026-05-30,1,116180.99,116180.99,0,0.0,0.0,116180.99,Tarjeta de crédito,Entregado
T000507,C00112,P0007,2026-04-28,1,16940.99,16940.99,0,0.0,2424.25,19365.24,Tarjeta de débito,Entregado
T000508,C00112,P0145,2025-10-23,1,60290.99,60290.99,0,0.0,0.0,60290.99,Tarjeta de débito,Entregado
T000509,C00112,P0131,2024-06-09,1,17990.99,17990.99,0,0.0,4307.0,22297.99,Tarjeta de crédito,Entregado
T000510,C00113,P0184,2026-08-08,1,11240.99,11240.99,0,0.0,3514.67,14755.66,Efectivo (contra entrega),Entregado
T000511,C00113,P0111,2026-07-21,1,59100.99,59100.99,0,0.0,0.0,59100.99,Efectivo (contra entrega),Entregado
T000512,C00114,P0082,2026-06-06,3,70870.99,212612.97,0,0.0,0.0,212612.97,Transferencia bancaria,Entregado
T000513,C00114,P0145,2026-01-07,1,60290.99,60290.99,0,0.0,0.0,60290.99,Mercado Pago,Entregado
T000514,C00115,P0020,2026-01-31,4,125770.99,503083.96,15,75462.59,0.0,427621.37,Transferencia bancaria,Entregado
T000515,C00116,P0052,2026-07-24,2,93290.99,186581.98,0,0.0,0.0,186581.98,Transferencia bancaria,En camino
T000516,C00116,P0111,2026-07-16,2,59100.99,118201.98,0,0.0,0.0,118201.98,Efectivo (contra entrega),En camino
T000517,C00116,P0133,2026-08-03,1,23360.99,23360.99,0,0.0,2923.84,26284.83,Mercado Pago,Preparando
T000518,C00116,P0131,2026-07-28,1,17990.99,17990.99,20,3598.2,3768.34,18161.13,Transferencia bancaria,Entregado
T000519,C00116,P0124,2026-08-08,1,55570.99,55570.99,0,0.0,0.0,55570.99,Transferencia bancaria,Entregado
T000520,C00116,P0171,2026-07-26,2,62510.99,125021.98,10,12502.2,0.0,112519.78,Tarjeta de débito,Entregado
T000521,C00116,P0111,2026-07-30,2,59100.99,118201.98,0,0.0,0.0,118201.98,Mercado Pago,Entregado
T000522,C00116,P0181,2026-07-11,2,14430.99,28861.98,0,0.0,3177.84,32039.82,Tarjeta de crédito,Entregado
T000523,C00116,P0147,2026-08-10,2,92490.99,184981.98,0,0.0,0.0,184981.98,Transferencia bancaria,Entregado
T000524,C00116,P0171,2026-08-08,1,62510.99,62510.99,5,3125.55,0.0,59385.44,Tarjeta de débito,Entregado
T000525,C00116,P0013,2026-06-20,1,33690.99,33690.99,5,1684.55,0.0,32006.44,Tarjeta de crédito,Entregado
T000526,C00116,P0039,2026-08-13,2,44450.99,88901.98,0,0.0,0.0,88901.98,Efectivo (contra entrega),Cancelado
T000527,C00117,P0052,2025-03-16,1,93290.99,93290.99,0,0.0,0.0,93290.99,Transferencia bancaria,Preparando
T000528,C00117,P0023,2024-11-13,4,99980.99,399923.96,10,39992.4,0.0,359931.56,Efectivo (contra entrega),Entregado
T000529,C00117,P0133,2025-10-06,1,23360.99,23360.99,0,0.0,3244.96,26605.95,Transferencia bancaria,Entregado
T000530,C00117,P0037,2025-11-30,2,4430.99,8861.98,0,0.0,1989.93,10851.91,Transferencia bancaria,Entregado
T000531,C00117,P0161,2024-05-15,1,92880.99,92880.99,20,18576.2,0.0,74304.79,Mercado Pago,Entregado
T000532,C00117,P0095,2026-06-30,1,27440.99,27440.99,15,4116.15,3041.6,26366.44,Tarjeta de débito,Entregado
T000533,C00117,P0123,2024-12-31,2,57150.99,114301.98,0,0.0,0.0,114301.98,Mercado Pago,Entregado
T000534,C00117,P0064,2026-08-05,2,71270.99,142541.98,10,14254.2,0.0,128287.78,Mercado Pago,Entregado
T000535,C00117,P0069,2024-04-21,1,26180.99,26180.99,5,1309.05,2587.57,27459.51,Mercado Pago,Entregado
T000536,C00117,P0038,2026-05-03,2,69100.99,138201.98,0,0.0,0.0,138201.98,Mercado Pago,Entregado
T000537,C00117,P0127,2024-06-07,2,53930.99,107861.98,0,0.0,0.0,107861.98,Tarjeta de débito,Cancelado
T000538,C00118,P0038,2025-06-20,1,69100.99,69100.99,0,0.0,0.0,69100.99,Efectivo (contra entrega),En camino
T000539,C00118,P0137,2023-12-29,1,37150.99,37150.99,10,3715.1,0.0,33435.89,Efectivo (contra entrega),Entregado
T000540,C00119,P0010,2026-08-13,1,99010.99,99010.99,10,9901.1,0.0,89109.89,Transferencia bancaria,Entregado
T000541,C00119,P0112,2026-05-19,3,52410.99,157232.97,0,0.0,0.0,157232.97,Tarjeta de crédito,Entregado
T000542,C00120,P0091,2026-01-22,1,27590.99,27590.99,5,1379.55,1917.04,28128.48,Efectivo (contra entrega),Entregado
T000543,C00121,P0155,2025-04-18,2,108460.99,216921.98,0,0.0,0.0,216921.98,Tarjeta de crédito,Entregado
T000544,C00121,P0098,2023-08-28,2,66450.99,132901.98,0,0.0,0.0,132901.98,Tarjeta de débito,Entregado
T000545,C00121,P0112,2024-05-19,1,52410.99,52410.99,0,0.0,0.0,52410.99,Tarjeta de crédito,Entregado
T000546,C00121,P0162,2024-05-13,1,60870.99,60870.99,10,6087.1,0.0,54783.89,Tarjeta de crédito,Entregado
T000547,C00121,P0184,2024-04-22,2,11240.99,22481.98,10,2248.2,1627.55,21861.33,Efectivo (contra entrega),Entregado
T000548,C00121,P0006,2025-07-19,1,104670.99,104670.99,0,0.0,0.0,104670.99,Tarjeta de crédito,Preparando
T000549,C00122,P0132,2026-08-10,1,34240.99,34240.99,0,0.0,0.0,34240.99,Tarjeta de crédito,Entregado
T000550,C00122,P0032,2026-07-30,3,46630.99,139892.97,0,0.0,0.0,139892.97,Tarjeta de débito,Preparando
T000551,C00122,P0066,2026-08-03,1,32260.99,32260.99,0,0.0,0.0,32260.99,Mercado Pago,Entregado
T000552,C00122,P0082,2026-08-08,3,70870.99,212612.97,0,0.0,0.0,212612.97,Efectivo (contra entrega),Entregado
T000553,C00122,P0176,2026-08-11,2,81010.99,162021.98,5,8101.1,0.0,153920.88,Tarjeta de crédito,Entregado
T000554,C00122,P0087,2026-08-11,1,92990.99,92990.99,0,0.0,0.0,92990.99,Tarjeta de débito,Entregado
T000555,C00122,P0173,2026-08-05,2,7980.99,15961.98,20,3192.4,2015.32,14784.9,Tarjeta de crédito,Entregado
T000556,C00123,P0123,2025-04-22,1,57150.99,57150.99,0,0.0,0.0,57150.99,Transferencia bancaria,Entregado
T000557,C00123,P0131,2025-04-18,1,17990.99,17990.99,0,0.0,2819.0,20809.99,Tarjeta de débito,Cancelado
T000558,C00124,P0056,2023-03-06,1,72090.99,72090.99,0,0.0,0.0,72090.99,Tarjeta de débito,Entregado
T000559,C00124,P0087,2024-04-29,1,92990.99,92990.99,10,9299.1,0.0,83691.89,Transferencia bancaria,Entregado
T000560,C00124,P0010,2025-04-28,1,99010.99,99010.99,0,0.0,0.0,99010.99,Mercado Pago,Entregado
T000561,C00124,P0186,2025-01-12,1,100370.99,100370.99,0,0.0,0.0,100370.99,Tarjeta de crédito,Entregado
T000562,C00124,P0084,2024-07-03,1,106390.99,106390.99,0,0.0,0.0,106390.99,Transferencia bancaria,Entregado
T000563,C00124,P0046,2025-02-11,1,18770.99,18770.99,0,0.0,4454.89,23225.88,Tarjeta de crédito,Entregado
T000564,C00124,P0047,2023-04-30,2,14020.99,28041.98,10,2804.2,4317.25,29555.03,Tarjeta de crédito,Entregado
T000565,C00124,P0080,2026-04-01,4,16720.99,66883.96,0,0.0,0.0,66883.96,Transferencia bancaria,Entregado
T000566,C00125,P0086,2026-05-05,1,17970.99,17970.99,0,0.0,1930.1,19901.09,Efectivo (contra entrega),Entregado
T000567,C00125,P0110,2026-08-03,4,148390.99,593563.96,5,29678.2,0.0,563885.76,Tarjeta de débito,Preparando
T000568,C00125,P0002,2026-04-11,1,34510.99,34510.99,20,6902.2,0.0,27608.79,Efectivo (contra entrega),Entregado
T000569,C00125,P0174,2026-03-01,2,50040.99,100081.98,0,0.0,0.0,100081.98,Transferencia bancaria,Entregado
T000570,C00125,P0025,2026-06-27,2,22880.99,45761.98,0,0.0,0.0,45761.98,Efectivo (contra entrega),Entregado
T000571,C00125,P0006,2026-03-01,1,104670.99,104670.99,10,10467.1,0.0,94203.89,Transferencia bancaria,En camino
T000572,C00126,P0055,2026-06-01,1,90690.99,90690.99,5,4534.55,0.0,86156.44,Transferencia bancaria,Entregado
T000573,C00127,P0182,2023-10-28,1,118780.99,118780.99,10,11878.1,0.0,106902.89,Mercado Pago,Entregado
T000574,C00127,P0183,2023-08-19,1,28350.99,28350.99,0,0.0,4327.21,32678.2,Tarjeta de crédito,Entregado
T000575,C00130,P0035,2026-05-22,4,7230.99,28923.96,0,0.0,3537.61,32461.57,Efectivo (contra entrega),Entregado
T000576,C00130,P0085,2026-01-03,1,69850.99,69850.99,10,6985.1,0.0,62865.89,Efectivo (contra entrega),Entregado
T000577,C00131,P0139,2024-04-16,2,76500.99,153001.98,0,0.0,0.0,153001.98,Transferencia bancaria,Entregado
T000578,C00132,P0145,2026-02-05,1,60290.99,60290.99,0,0.0,0.0,60290.99,Efectivo (contra entrega),En camino
T000579,C00132,P0036,2025-05-23,1,6740.99,6740.99,10,674.1,4472.13,10539.02,Tarjeta de crédito,Preparando
T000580,C00132,P0113,2025-11-16,1,45170.99,45170.99,0,0.0,0.0,45170.99,Transferencia bancaria,Entregado
T000581,C00132,P0088,2025-10-11,1,32190.99,32190.99,0,0.0,0.0,32190.99,Mercado Pago,Entregado
T000582,C00132,P0073,2025-08-04,2,118250.99,236501.98,0,0.0,0.0,236501.98,Mercado Pago,Entregado
T000583,C00132,P0120,2025-12-12,2,58730.99,117461.98,0,0.0,0.0,117461.98,Transferencia bancaria,Entregado
T000584,C00133,P0146,2025-09-03,1,77950.99,77950.99,0,0.0,0.0,77950.99,Efectivo (contra entrega),Entregado
T000585,C00133,P0096,2026-07-23,2,32440.99,64881.98,0,0.0,0.0,64881.98,Transferencia bancaria,Entregado
T000586,C00134,P0034,2026-08-04,4,16800.99,67203.96,5,3360.2,0.0,63843.76,Mercado Pago,Entregado
T000587,C00134,P0084,2026-07-15,1,106390.99,106390.99,0,0.0,0.0,106390.99,Mercado Pago,Entregado
T000588,C00134,P0182,2023-05-22,1,118780.99,118780.99,5,5939.05,0.0,112841.94,Mercado Pago,Entregado
T000589,C00134,P0023,2026-02-09,1,99980.99,99980.99,0,0.0,0.0,99980.99,Transferencia bancaria,Cancelado
T000590,C00134,P0057,2026-02-14,1,2250.99,2250.99,5,112.55,2242.84,4381.28,Efectivo (contra entrega),Entregado
T000591,C00134,P0041,2025-02-08,1,34130.99,34130.99,5,1706.55,0.0,32424.44,Tarjeta de crédito,Preparando
T000592,C00135,P0088,2026-07-31,1,32190.99,32190.99,0,0.0,0.0,32190.99,Transferencia bancaria,Entregado
T000593,C00136,P0133,2023-11-07,1,23360.99,23360.99,0,0.0,1561.21,24922.2,Tarjeta de crédito,Entregado
T000594,C00136,P0153,2023-05-25,4,80540.99,322163.96,0,0.0,0.0,322163.96,Efectivo (contra entrega),Entregado
T000595,C00136,P0097,2024-10-31,1,118090.99,118090.99,0,0.0,0.0,118090.99,Tarjeta de débito,Entregado
T000596,C00136,P0003,2023-05-30,1,95520.99,95520.99,0,0.0,0.0,95520.99,Mercado Pago,Entregado
T000597,C00136,P0052,2023-04-13,1,93290.99,93290.99,0,0.0,0.0,93290.99,Tarjeta de débito,Cancelado
T000598,C00136,P0105,2023-09-27,1,8040.99,8040.99,10,804.1,3861.45,11098.34,Efectivo (contra entrega),En camino
T000599,C00138,P0077,2026-02-20,1,80070.99,80070.99,20,16014.2,0.0,64056.79,Tarjeta de débito,Entregado
T000600,C00138,P0132,2026-06-05,1,34240.99,34240.99,20,6848.2,0.0,27392.79,Efectivo (contra entrega),Entregado
T000601,C00138,P0146,2026-04-06,1,77950.99,77950.99,0,0.0,0.0,77950.99,Efectivo (contra entrega),Entregado
T000602,C00138,P0153,2025-08-01,1,80540.99,80540.99,0,0.0,0.0,80540.99,Mercado Pago,En camino
T000603,C00139,P0117,2026-02-25,2,122170.99,244341.98,0,0.0,0.0,244341.98,Tarjeta de débito,Entregado
T000604,C00139,P0104,2026-01-13,1,56920.99,56920.99,0,0.0,0.0,56920.99,Efectivo (contra entrega),Entregado
T000605,C00140,P0027,2023-02-02,2,66770.99,133541.98,5,6677.1,0.0,126864.88,Tarjeta de débito,Entregado
T000606,C00140,P0012,2025-03-12,1,113560.99,113560.99,0,0.0,0.0,113560.99,Transferencia bancaria,Cancelado
T000607,C00140,P0099,2024-04-20,1,10460.99,10460.99,5,523.05,3926.8,13864.74,Transferencia bancaria,En camino
T000608,C00141,P0133,2026-07-21,2,23360.99,46721.98,0,0.0,0.0,46721.98,Transferencia bancaria,Entregado
T000609,C00141,P0102,2026-05-08,1,100820.99,100820.99,0,0.0,0.0,100820.99,Mercado Pago,Entregado
T000610,C00141,P0158,2024-12-26,2,48410.99,96821.98,0,0.0,0.0,96821.98,Tarjeta de crédito,Preparando
T000611,C00141,P0099,2026-06-20,1,10460.99,10460.99,10,1046.1,2300.8,11715.69,Tarjeta de débito,Entregado
T000612,C00141,P0164,2024-10-10,1,32940.99,32940.99,5,1647.05,0.0,31293.94,Tarjeta de crédito,Entregado
T000613,C00141,P0154,2024-02-02,1,30800.99,30800.99,0,0.0,0.0,30800.99,Mercado Pago,En camino
T000614,C00142,P0106,2025-02-23,1,12090.99,12090.99,20,2418.2,2766.06,12438.85,Tarjeta de débito,Preparando
T000615,C00142,P0066,2024-12-19,1,32260.99,32260.99,0,0.0,0.0,32260.99,Mercado Pago,Entregado
T000616,C00142,P0040,2024-08-21,1,8100.99,8100.99,0,0.0,4057.56,12158.55,Transferencia bancaria,Cancelado
T000617,C00142,P0070,2025-08-31,2,59790.99,119581.98,0,0.0,0.0,119581.98,Mercado Pago,Preparando
T000618,C00142,P0157,2024-07-15,1,2850.99,2850.99,10,285.1,4201.72,6767.61,Mercado Pago,Entregado
T000619,C00142,P0082,2024-10-12,1,70870.99,70870.99,15,10630.65,0.0,60240.34,Tarjeta de débito,Entregado
T000620,C00142,P0035,2025-01-07,1,7230.99,7230.99,0,0.0,3000.75,10231.74,Efectivo (contra entrega),Entregado
T000621,C00142,P0001,2025-12-15,3,22660.99,67982.97,15,10197.45,0.0,57785.52,Tarjeta de crédito,Entregado
T000622,C00142,P0015,2026-01-06,1,48920.99,48920.99,0,0.0,0.0,48920.99,Mercado Pago,En camino
T000623,C00142,P0158,2026-02-10,2,48410.99,96821.98,5,4841.1,0.0,91980.88,Tarjeta de débito,En camino
T000624,C00142,P0106,2025-12-12,3,12090.99,36272.97,0,0.0,0.0,36272.97,Tarjeta de débito,Entregado
T000625,C00142,P0148,2026-06-23,3,86710.99,260132.97,0,0.0,0.0,260132.97,Efectivo (contra entrega),Entregado
T000626,C00142,P0106,2025-03-04,1,12090.99,12090.99,0,0.0,3598.85,15689.84,Efectivo (contra entrega),Entregado
T000627,C00143,P0160,2026-07-15,1,143890.99,143890.99,0,0.0,0.0,143890.99,Tarjeta de débito,Entregado
T000628,C00143,P0116,2026-07-20,1,25880.99,25880.99,5,1294.05,3964.1,28551.04,Efectivo (contra entrega),Entregado
T000629,C00143,P0111,2026-06-14,1,59100.99,59100.99,5,2955.05,0.0,56145.94,Tarjeta de crédito,En camino
T000630,C00143,P0154,2026-07-28,1,30800.99,30800.99,10,3080.1,0.0,27720.89,Efectivo (contra entrega),Entregado
T000631,C00143,P0086,2026-07-20,1,17970.99,17970.99,5,898.55,3601.85,20674.29,Tarjeta de crédito,Preparando
T000632,C00143,P0069,2026-08-10,1,26180.99,26180.99,0,0.0,2827.21,29008.2,Transferencia bancaria,Entregado
T000633,C00143,P0040,2026-08-11,3,8100.99,24302.97,15,3645.45,2402.66,23060.18,Tarjeta de débito,Cancelado
T000634,C00143,P0102,2026-08-13,1,100820.99,100820.99,10,10082.1,0.0,90738.89,Transferencia bancaria,Entregado
T000635,C00143,P0116,2026-07-14,1,25880.99,25880.99,15,3882.15,3800.22,25799.06,Tarjeta de crédito,Entregado
T000636,C00143,P0159,2026-08-13,1,108820.99,108820.99,0,0.0,0.0,108820.99,Transferencia bancaria,Entregado
T000637,C00143,P0020,2026-07-18,1,125770.99,125770.99,0,0.0,0.0,125770.99,Transferencia bancaria,En camino
T000638,C00143,P0160,2026-07-26,2,143890.99,287781.98,10,28778.2,0.0,259003.78,Mercado Pago,En camino
T000639,C00144,P0139,2025-03-09,1,76500.99,76500.99,0,0.0,0.0,76500.99,Efectivo (contra entrega),Entregado
T000640,C00144,P0176,2023-11-22,2,81010.99,162021.98,0,0.0,0.0,162021.98,Tarjeta de crédito,Entregado
T000641,C00145,P0074,2026-03-28,1,73660.99,73660.99,10,7366.1,0.0,66294.89,Transferencia bancaria,Entregado
T000642,C00145,P0007,2025-12-26,1,16940.99,16940.99,0,0.0,3227.43,20168.42,Tarjeta de débito,Entregado
T000643,C00145,P0075,2025-05-22,1,51680.99,51680.99,20,10336.2,0.0,41344.79,Tarjeta de débito,En camino
T000644,C00145,P0019,2025-07-20,2,143070.99,286141.98,5,14307.1,0.0,271834.88,Mercado Pago,En camino
T000645,C00145,P0013,2025-02-12,1,33690.99,33690.99,15,5053.65,0.0,28637.34,Tarjeta de débito,Entregado
T000646,C00145,P0065,2024-06-24,1,36490.99,36490.99,10,3649.1,0.0,32841.89,Tarjeta de débito,En camino
T000647,C00145,P0060,2024-02-06,1,64800.99,64800.99,0,0.0,0.0,64800.99,Transferencia bancaria,Entregado
T000648,C00145,P0100,2025-04-15,3,19570.99,58712.97,15,8806.95,0.0,49906.02,Tarjeta de crédito,Entregado
T000649,C00146,P0141,2026-07-26,1,10330.99,10330.99,5,516.55,4220.53,14034.97,Tarjeta de débito,Cancelado
T000650,C00146,P0133,2026-03-30,1,23360.99,23360.99,10,2336.1,1649.35,22674.24,Efectivo (contra entrega),Entregado
T000651,C00147,P0171,2026-03-24,1,62510.99,62510.99,20,12502.2,0.0,50008.79,Efectivo (contra entrega),Entregado
T000652,C00147,P0072,2026-07-29,1,60590.99,60590.99,5,3029.55,0.0,57561.44,Transferencia bancaria,Entregado
T000653,C00147,P0175,2025-02-13,2,30670.99,61341.98,0,0.0,0.0,61341.98,Tarjeta de débito,Entregado
T000654,C00147,P0163,2025-04-14,1,64460.99,64460.99,10,6446.1,0.0,58014.89,Mercado Pago,En camino
T000655,C00148,P0156,2026-07-15,1,23880.99,23880.99,0,0.0,4069.01,27950.0,Mercado Pago,Entregado
T000656,C00148,P0139,2025-09-19,2,76500.99,153001.98,0,0.0,0.0,153001.98,Tarjeta de débito,Entregado
T000657,C00149,P0112,2026-07-22,1,52410.99,52410.99,0,0.0,0.0,52410.99,Tarjeta de débito,Entregado
T000658,C00149,P0028,2026-08-12,1,49350.99,49350.99,5,2467.55,0.0,46883.44,Tarjeta de crédito,Entregado
T000659,C00150,P0042,2025-11-13,1,80280.99,80280.99,0,0.0,0.0,80280.99,Tarjeta de débito,Entregado
T000660,C00150,P0081,2025-06-12,2,108380.99,216761.98,5,10838.1,0.0,205923.88,Mercado Pago,Entregado
T000661,C00150,P0086,2026-01-22,1,17970.99,17970.99,0,0.0,1656.34,19627.33,Transferencia bancaria,Cancelado
T000662,C00150,P0166,2025-06-11,3,11070.99,33212.97,20,6642.59,0.0,26570.38,Efectivo (contra entrega),Cancelado
T000663,C00150,P0137,2025-10-22,2,37150.99,74301.98,10,7430.2,0.0,66871.78,Efectivo (contra entrega),Entregado
T000664,C00151,P0101,2026-05-12,1,85420.99,85420.99,20,17084.2,0.0,68336.79,Tarjeta de débito,Entregado
T000665,C00151,P0072,2026-03-27,3,60590.99,181772.97,0,0.0,0.0,181772.97,Mercado Pago,Entregado
T000666,C00151,P0124,2026-07-06,1,55570.99,55570.99,0,0.0,0.0,55570.99,Transferencia bancaria,Entregado
T000667,C00151,P0166,2026-03-27,1,11070.99,11070.99,0,0.0,3091.27,14162.26,Tarjeta de crédito,Entregado
T000668,C00151,P0114,2026-07-13,1,17660.99,17660.99,20,3532.2,2997.63,17126.42,Mercado Pago,Cancelado
T000669,C00151,P0086,2026-08-11,2,17970.99,35941.98,15,5391.3,0.0,30550.68,Mercado Pago,Entregado
T000670,C00152,P0034,2026-07-10,2,16800.99,33601.98,15,5040.3,0.0,28561.68,Transferencia bancaria,Entregado
T000671,C00152,P0078,2025-08-25,2,82230.99,164461.98,0,0.0,0.0,164461.98,Tarjeta de débito,Cancelado
T000672,C00152,P0018,2026-07-02,1,88340.99,88340.99,15,13251.15,0.0,75089.84,Transferencia bancaria,Entregado
T000673,C00152,P0105,2026-03-14,1,8040.99,8040.99,0,0.0,2189.58,10230.57,Mercado Pago,Entregado
T000674,C00152,P0009,2026-03-10,1,76570.99,76570.99,0,0.0,0.0,76570.99,Transferencia bancaria,Entregado
T000675,C00152,P0073,2026-02-10,1,118250.99,118250.99,0,0.0,0.0,118250.99,Transferencia bancaria,Entregado
T000676,C00153,P0013,2026-07-07,1,33690.99,33690.99,10,3369.1,0.0,30321.89,Tarjeta de crédito,Preparando
T000677,C00153,P0016,2026-04-14,1,82230.99,82230.99,0,0.0,0.0,82230.99,Tarjeta de débito,Entregado
T000678,C00153,P0097,2026-03-04,2,118090.99,236181.98,10,23618.2,0.0,212563.78,Efectivo (contra entrega),Entregado
T000679,C00153,P0142,2026-04-27,1,80160.99,80160.99,20,16032.2,0.0,64128.79,Efectivo (contra entrega),Entregado
T000680,C00153,P0123,2026-05-14,1,57150.99,57150.99,15,8572.65,0.0,48578.34,Transferencia bancaria,Entregado
T000681,C00155,P0014,2024-12-21,1,68510.99,68510.99,5,3425.55,0.0,65085.44,Transferencia bancaria,Entregado
T000682,C00155,P0155,2025-08-22,1,108460.99,108460.99,15,16269.15,0.0,92191.84,Mercado Pago,Entregado
T000683,C00155,P0085,2026-05-22,1,69850.99,69850.99,0,0.0,0.0,69850.99,Transferencia bancaria,En camino
T000684,C00155,P0075,2025-01-25,1,51680.99,51680.99,20,10336.2,0.0,41344.79,Tarjeta de crédito,Entregado
T000685,C00157,P0057,2025-09-03,1,2250.99,2250.99,20,450.2,2474.75,4275.54,Efectivo (contra entrega),Entregado
T000686,C00157,P0095,2025-12-27,1,27440.99,27440.99,10,2744.1,3904.67,28601.56,Tarjeta de crédito,Entregado
T000687,C00158,P0184,2023-08-09,1,11240.99,11240.99,5,562.05,1777.65,12456.59,Tarjeta de débito,Entregado
T000688,C00158,P0145,2024-07-07,3,60290.99,180872.97,10,18087.3,0.0,162785.67,Tarjeta de débito,Entregado
T000689,C00158,P0064,2025-10-08,1,71270.99,71270.99,10,7127.1,0.0,64143.89,Tarjeta de débito,Entregado
T000690,C00158,P0161,2025-07-28,1,92880.99,92880.99,0,0.0,0.0,92880.99,Mercado Pago,Entregado
T000691,C00158,P0065,2024-09-12,3,36490.99,109472.97,5,5473.65,0.0,103999.32,Tarjeta de crédito,Entregado
T000692,C00158,P0155,2023-05-14,2,108460.99,216921.98,0,0.0,0.0,216921.98,Transferencia bancaria,Entregado
T000693,C00158,P0036,2026-02-22,1,6740.99,6740.99,0,0.0,2769.21,9510.2,Mercado Pago,Entregado
T000694,C00159,P0040,2026-01-22,1,8100.99,8100.99,5,405.05,1778.84,9474.78,Transferencia bancaria,Entregado
T000695,C00159,P0138,2023-05-09,1,3100.99,3100.99,5,155.05,3640.91,6586.85,Efectivo (contra entrega),Cancelado
T000696,C00159,P0027,2023-10-30,1,66770.99,66770.99,0,0.0,0.0,66770.99,Transferencia bancaria,Entregado
T000697,C00159,P0030,2023-07-08,1,42840.99,42840.99,10,4284.1,0.0,38556.89,Tarjeta de débito,Entregado
T000698,C00159,P0144,2024-12-29,1,136210.99,136210.99,0,0.0,0.0,136210.99,Transferencia bancaria,Entregado
T000699,C00159,P0079,2025-01-15,1,9850.99,9850.99,0,0.0,1729.6,11580.59,Tarjeta de crédito,Entregado
T000700,C00160,P0007,2025-01-18,1,16940.99,16940.99,0,0.0,3482.57,20423.56,Mercado Pago,Entregado
T000701,C00160,P0020,2025-02-19,1,125770.99,125770.99,0,0.0,0.0,125770.99,Tarjeta de crédito,Entregado
T000702,C00161,P0051,2023-08-26,2,22610.99,45221.98,0,0.0,0.0,45221.98,Transferencia bancaria,En camino
T000703,C00161,P0037,2025-08-02,1,4430.99,4430.99,0,0.0,3613.14,8044.13,Transferencia bancaria,Entregado
T000704,C00162,P0114,2025-02-22,1,17660.99,17660.99,5,883.05,2295.22,19073.16,Tarjeta de débito,Cancelado
T000705,C00162,P0033,2025-03-31,1,38270.99,38270.99,0,0.0,0.0,38270.99,Mercado Pago,Cancelado
T000706,C00162,P0003,2025-05-01,2,95520.99,191041.98,0,0.0,0.0,191041.98,Tarjeta de crédito,Entregado
T000707,C00162,P0032,2026-04-11,1,46630.99,46630.99,0,0.0,0.0,46630.99,Transferencia bancaria,Entregado
T000708,C00162,P0030,2025-05-01,1,42840.99,42840.99,10,4284.1,0.0,38556.89,Efectivo (contra entrega),Cancelado
T000709,C00162,P0147,2025-11-10,2,92490.99,184981.98,0,0.0,0.0,184981.98,Efectivo (contra entrega),En camino
T000710,C00162,P0049,2024-11-20,1,113080.99,113080.99,5,5654.05,0.0,107426.94,Transferencia bancaria,Entregado
T000711,C00162,P0110,2026-01-29,2,148390.99,296781.98,0,0.0,0.0,296781.98,Tarjeta de débito,Entregado
T000712,C00163,P0120,2025-02-07,2,58730.99,117461.98,5,5873.1,0.0,111588.88,Tarjeta de crédito,Entregado
T000713,C00163,P0047,2026-06-27,1,14020.99,14020.99,5,701.05,3449.22,16769.16,Efectivo (contra entrega),Entregado
T000714,C00164,P0138,2026-08-02,1,3100.99,3100.99,10,310.1,1944.5,4735.39,Tarjeta de crédito,Entregado
T000715,C00164,P0127,2026-07-25,1,53930.99,53930.99,0,0.0,0.0,53930.99,Transferencia bancaria,Entregado
T000716,C00164,P0160,2026-05-24,1,143890.99,143890.99,10,14389.1,0.0,129501.89,Tarjeta de débito,Entregado
T000717,C00165,P0062,2026-03-29,1,80150.99,80150.99,10,8015.1,0.0,72135.89,Tarjeta de crédito,Entregado
T000718,C00168,P0101,2026-01-17,1,85420.99,85420.99,0,0.0,0.0,85420.99,Efectivo (contra entrega),Entregado
T000719,C00168,P0099,2026-05-16,1,10460.99,10460.99,0,0.0,2372.32,12833.31,Transferencia bancaria,Entregado
T000720,C00170,P0144,2025-12-05,1,136210.99,136210.99,5,6810.55,0.0,129400.44,Transferencia bancaria,En camino
T000721,C00170,P0041,2026-01-02,1,34130.99,34130.99,0,0.0,0.0,34130.99,Efectivo (contra entrega),Entregado
T000722,C00170,P0145,2025-12-25,1,60290.99,60290.99,0,0.0,0.0,60290.99,Transferencia bancaria,Preparando
